id,timestamp,x_coord,y_coord,target_class,detection_confidence,sensor_id
baa06f2e-aadf-488d-8ff8-79130d54d3a2,2023-05-01 00:00:00,2325.629626662792,396.5045348595959,infantry,0.8857463659176243,thermal-3
026536f6-c314-4d44-ae4c-4d1a8dbcf792,2023-05-01 00:00:00,7835.091309083901,9571.156906142469,infantry,0.900723065508333,thermal-3
b17a019e-4d8d-433f-b3d8-65ca6bcb2ef0,2023-05-01 00:00:00,1405.1211669189627,9122.333796611441,uav,0.7746629080227255,drone-4
6e2b5ad6-6b51-4936-9ab5-862ee0fd1fd8,2023-05-01 00:00:00,4063.046190369283,5230.355891941687,civilian,0.899921636544853,camera-2
19fdbb23-ce8a-428b-90c7-afd8afbccf8e,2023-05-01 00:00:00,4061.2231036539147,5168.25472799303,infantry,0.9765476503931843,thermal-3
bd177664-2b9f-4106-b4fd-2440b82c4c2c,2023-05-01 00:00:00,260.6966350124901,8288.871983261595,heavy_vehicle,0.7140673025994281,radar-1
572a4184-841d-4e25-bdba-9283eae08aa6,2023-05-01 00:00:00,3103.467356438867,4628.232294849047,infantry,0.847569080042671,camera-2
ae56af0b-55af-4e09-8c0e-353ceae7ccff,2023-05-01 00:00:00,4068.2791774940056,5170.477573784958,uav,0.841838464891969,radar-1
8d318622-0954-4a48-a0cb-6def2a815bf9,2023-05-01 00:00:00,4134.541979122082,5176.776205377548,heavy_vehicle,0.7151735274904737,drone-4
a10d46e7-3788-4ee2-a1e9-b698318097c1,2023-05-01 00:00:00,4103.888621831012,5260.734713077627,infantry,0.7033923743393247,drone-4
32e7939e-853a-4fcd-8df5-052936b0303f,2023-05-01 00:00:00,9948.843293417947,6921.198023797059,light_vehicle,0.7737489861821994,camera-2
2099fa3e-1737-434f-8873-16f9a2a8e88f,2023-05-01 00:00:00,2354.418973183915,313.2402216629584,infantry,0.9486623826648877,thermal-3
13776caa-8647-4ed9-8cf9-2152cf8082fe,2023-05-01 00:00:00,4622.602118511158,2699.4782678427796,light_vehicle,0.7037804388630937,radar-1
7dc7bf6e-74f5-4b4c-9868-107e6f682624,2023-05-01 00:00:00,1413.7486105068795,9136.484214917098,civilian,0.7934447139179703,drone-4
ec240ea2-fe08-4666-a301-d1961779d099,2023-05-01 00:00:00,2884.0293827088594,1421.093337362152,infantry,0.9678365349287351,drone-4
d0bd5f38-4760-4134-82f7-feefe513fd81,2023-05-01 00:00:00,1618.6856980437874,8107.157896627789,heavy_vehicle,0.7351689000567262,radar-1
a4ed3238-dd50-4baf-9bfc-9c10fa360ef8,2023-05-01 00:00:00,3998.248046797506,3335.3029021706097,heavy_vehicle,0.7828874289647758,radar-1
baa06f2e-aadf-488d-8ff8-79130d54d3a2,2023-05-01 00:15:00,2945.2106747313774,1433.2872013174958,infantry,0.7055124960715942,camera-2
026536f6-c314-4d44-ae4c-4d1a8dbcf792,2023-05-01 00:15:00,8903.18774393869,9779.481864763517,infantry,0.9283418519392115,camera-2
b17a019e-4d8d-433f-b3d8-65ca6bcb2ef0,2023-05-01 00:15:00,2492.4155390200895,818.3800081611935,uav,0.8812620958457575,drone-4
d51637c2-5c28-4ec8-8f83-0acdfdc0fba4,2023-05-01 00:15:00,2942.243262447996,1349.7607273192991,civilian,0.9365386323150469,camera-2
6e2b5ad6-6b51-4936-9ab5-862ee0fd1fd8,2023-05-01 00:15:00,3606.1191456678034,5825.097580257188,civilian,0.8637795094019427,drone-4
19fdbb23-ce8a-428b-90c7-afd8afbccf8e,2023-05-01 00:15:00,3543.602190826972,5775.751991799853,infantry,0.7534633213611727,drone-4
bd177664-2b9f-4106-b4fd-2440b82c4c2c,2023-05-01 00:15:00,260.6966350124901,8288.871983261595,heavy_vehicle,0.9412815709552786,radar-1
572a4184-841d-4e25-bdba-9283eae08aa6,2023-05-01 00:15:00,2407.6617065043597,5666.670784851811,infantry,0.7072400927863403,drone-4
0fdabb6b-9a60-4fc6-a23b-80271040aa9b,2023-05-01 00:15:00,3200.260430169206,6168.982044666772,heavy_vehicle,0.7627018338186287,camera-2
ae56af0b-55af-4e09-8c0e-353ceae7ccff,2023-05-01 00:15:00,3630.462328707567,5831.591650353237,uav,0.8147856877602404,radar-1
8d318622-0954-4a48-a0cb-6def2a815bf9,2023-05-01 00:15:00,3541.041189857217,5865.668060900336,heavy_vehicle,0.9306836325533359,drone-4
4bcb6c9a-c3db-4c78-9dc6-bf8ace954dd3,2023-05-01 00:15:00,7660.692458723635,3935.2410139022913,light_vehicle,0.9301540522421262,camera-2
a10d46e7-3788-4ee2-a1e9-b698318097c1,2023-05-01 00:15:00,3670.510004149491,5771.439519681433,infantry,0.9215246857659183,thermal-3
32e7939e-853a-4fcd-8df5-052936b0303f,2023-05-01 00:15:00,7643.1599399376855,4003.4839056717847,light_vehicle,0.7119716739026026,radar-1
2099fa3e-1737-434f-8873-16f9a2a8e88f,2023-05-01 00:15:00,2849.669259340367,1452.547977938178,infantry,0.8541224555039705,camera-2
13776caa-8647-4ed9-8cf9-2152cf8082fe,2023-05-01 00:15:00,7968.050896566462,1005.2313928542883,light_vehicle,0.974601565645861,thermal-3
7dc7bf6e-74f5-4b4c-9868-107e6f682624,2023-05-01 00:15:00,2442.7991977829115,773.2121519074615,civilian,0.8631964494765167,camera-2
ec240ea2-fe08-4666-a301-d1961779d099,2023-05-01 00:15:00,3851.554651548595,2212.544443973671,infantry,0.8198020585279748,camera-2
d0bd5f38-4760-4134-82f7-feefe513fd81,2023-05-01 00:15:00,3899.2574482030477,7082.954551400129,heavy_vehicle,0.9845558947593746,camera-2
a4ed3238-dd50-4baf-9bfc-9c10fa360ef8,2023-05-01 00:15:00,3998.248046797506,3335.3029021706097,heavy_vehicle,0.8885026096674096,thermal-3
baa06f2e-aadf-488d-8ff8-79130d54d3a2,2023-05-01 00:30:00,3907.7694588036543,2143.507857206278,infantry,0.9080119492346268,radar-1
b17a019e-4d8d-433f-b3d8-65ca6bcb2ef0,2023-05-01 00:30:00,3579.7099111212165,9240.906187066172,uav,0.706312526747744,camera-2
d51637c2-5c28-4ec8-8f83-0acdfdc0fba4,2023-05-01 00:30:00,3784.671996427775,2237.724150289275,civilian,0.8334448125977327,radar-1
6e2b5ad6-6b51-4936-9ab5-862ee0fd1fd8,2023-05-01 00:30:00,3149.192100966324,6419.839268572689,civilian,0.8621454693655243,drone-4
19fdbb23-ce8a-428b-90c7-afd8afbccf8e,2023-05-01 00:30:00,3119.461519013616,6382.337590577706,infantry,0.7454655290955502,camera-2
572a4184-841d-4e25-bdba-9283eae08aa6,2023-05-01 00:30:00,1473.4477442329621,6497.179227131102,infantry,0.7965087841990168,camera-2
0fdabb6b-9a60-4fc6-a23b-80271040aa9b,2023-05-01 00:30:00,3200.260430169206,6168.982044666772,heavy_vehicle,0.882424148986819,camera-2
ae56af0b-55af-4e09-8c0e-353ceae7ccff,2023-05-01 00:30:00,3150.1336520141263,6361.0323198313245,uav,0.8013838419851876,drone-4
8d318622-0954-4a48-a0cb-6def2a815bf9,2023-05-01 00:30:00,3080.198711215927,6378.924775213991,heavy_vehicle,0.991247842240249,thermal-3
4bcb6c9a-c3db-4c78-9dc6-bf8ace954dd3,2023-05-01 00:30:00,5356.380392028912,976.7539175496486,light_vehicle,0.814640959983657,thermal-3
a10d46e7-3788-4ee2-a1e9-b698318097c1,2023-05-01 00:30:00,3226.608630606561,6468.975259495112,infantry,0.9076147558629424,radar-1
2099fa3e-1737-434f-8873-16f9a2a8e88f,2023-05-01 00:30:00,3788.128491855509,2273.044758369446,infantry,0.9127881942696419,radar-1
