timestamp,affected_id,affected_type,jammer_id,distance,jamming_effect,original_detection_confidence,degraded_detection_confidence,original_comms_quality,degraded_comms_quality
2023-05-01 00:00:00,6e2b5ad6-6b51-4936-9ab5-862ee0fd1fd8,target,jammer-static-1,1470.7009004698343,0.4915393483889606,0.899921636544853,0.457574741716469,,
2023-05-01 00:00:00,6e2b5ad6-6b51-4936-9ab5-862ee0fd1fd8,target,jammer-static-3,916.3369633637352,0.7208311658088339,0.899921636544853,0.3,,
2023-05-01 00:00:00,6e2b5ad6-6b51-4936-9ab5-862ee0fd1fd8,target,jammer-static-4,1579.0603979452994,1.1925856482094255,0.899921636544853,0.3,,
2023-05-01 00:00:00,6e2b5ad6-6b51-4936-9ab5-862ee0fd1fd8,target,jammer-mobile-5,1056.1158834399732,0.002281346042358187,0.899921636544853,0.897868603880889,,
2023-05-01 00:00:00,19fdbb23-ce8a-428b-90c7-afd8afbccf8e,target,jammer-static-1,1415.2329090697358,0.5321897181433287,0.9765476503931844,0.45683903157690564,,
2023-05-01 00:00:00,19fdbb23-ce8a-428b-90c7-afd8afbccf8e,target,jammer-static-3,864.0181052802603,0.7448756700629747,0.9765476503931844,0.3,,
2023-05-01 00:00:00,19fdbb23-ce8a-428b-90c7-afd8afbccf8e,target,jammer-static-4,1623.7325758205047,1.1708654162973566,0.9765476503931844,0.3,,
2023-05-01 00:00:00,19fdbb23-ce8a-428b-90c7-afd8afbccf8e,target,jammer-mobile-5,1021.9962251779742,0.035541538556765666,0.9765476503931844,0.9418396444242161,,
2023-05-01 00:00:00,572a4184-841d-4e25-bdba-9283eae08aa6,target,jammer-static-1,748.4925485550765,0.8985383677564708,0.847569080042671,0.3,,
2023-05-01 00:00:00,572a4184-841d-4e25-bdba-9283eae08aa6,target,jammer-static-3,1429.2396365039901,0.4102783092632398,0.847569080042671,0.4998298708989643,,
2023-05-01 00:00:00,572a4184-841d-4e25-bdba-9283eae08aa6,target,jammer-static-4,2698.8456854028855,0.46536790254904203,0.847569080042671,0.453137634997792,,
2023-05-01 00:00:00,ae56af0b-55af-4e09-8c0e-353ceae7ccff,target,jammer-static-1,1420.608364941489,0.5283186312961048,0.841838464891969,0.39707951934783,,
2023-05-01 00:00:00,ae56af0b-55af-4e09-8c0e-353ceae7ccff,target,jammer-static-3,862.1876462175269,0.7456913194710247,0.841838464891969,0.3,,
2023-05-01 00:00:00,ae56af0b-55af-4e09-8c0e-353ceae7ccff,target,jammer-static-4,1617.178626794377,1.1740899628881214,0.841838464891969,0.3,,
2023-05-01 00:00:00,ae56af0b-55af-4e09-8c0e-353ceae7ccff,target,jammer-mobile-5,1017.3603131091404,0.03997639394189999,0.841838464891969,0.8081847987840033,,
